id,Rings
91767,8
91768,11
91769,13
91770,7
91771,14
91772,10
91773,11
91774,11
91775,6
91776,11
91777,5
91778,13
91779,9
91780,7
91781,9
91782,14
91783,10
91784,9
91785,11
91786,9
91787,13
91788,12
91789,9
91790,11
91791,7
91792,6
91793,9
91794,10
91795,16
91796,8
91797,14
91798,8
91799,11
91800,11
91801,9
91802,11
91803,6
91804,7
91805,12
91806,8
91807,6
91808,11
91809,11
91810,12
91811,11
91812,7
91813,7
91814,10
91815,10
91816,9
91817,8
91818,7
91819,6
91820,10
91821,6
91822,10
91823,14
91824,7
91825,9
91826,8
91827,9
91828,9
91829,11
91830,7
91831,9
91832,7
91833,11
91834,9
91835,6
91836,7
91837,9
91838,8
91839,12
91840,7
91841,10
91842,7
91843,12
91844,5
91845,12
91846,10
91847,7
91848,10
91849,13
91850,9
91851,10
91852,14
91853,10
91854,8
91855,10
91856,8
91857,8
91858,10
91859,9
91860,9
91861,7
91862,9
91863,8
91864,5
91865,14
91866,7
91867,9
91868,9
91869,9
91870,10
91871,12
91872,6
91873,11
91874,10
91875,6
91876,9
91877,8
91878,12
91879,7
91880,13
91881,9
91882,16
91883,14
91884,9
91885,6
91886,6
91887,7
91888,9
91889,12
91890,11
91891,13
91892,5
91893,8
91894,7
91895,12
91896,9
91897,13
91898,9
91899,12
91900,8
91901,9
91902,8
91903,7
91904,10
91905,13
91906,17
91907,12
91908,10
91909,7
91910,15
91911,11
91912,8
91913,8
91914,7
91915,9
91916,10
91917,13
91918,7
91919,9
91920,7
91921,10
91922,14
91923,5
91924,12
91925,11
91926,13
91927,11
91928,7
91929,10
91930,10
91931,13
91932,11
91933,7
91934,9
91935,9
91936,12
91937,11
91938,11
91939,9
91940,14
91941,11
91942,10
91943,13
91944,7
91945,11
91946,10
91947,11
91948,10
91949,11
91950,11
91951,7
91952,8
91953,9
91954,13
91955,6
91956,9
91957,12
91958,9
91959,7
91960,9
91961,8
91962,9
91963,10
91964,10
91965,13
91966,12
91967,7
91968,12
91969,6
91970,9
91971,13
91972,10
91973,14
91974,10
91975,7
91976,10
91977,11
91978,9
91979,8
91980,8
91981,9
91982,10
91983,7
91984,7
91985,6
91986,10
91987,8
91988,7
91989,9
91990,10
91991,8
91992,10
91993,16
91994,6
91995,10
91996,10
91997,11
91998,9
91999,10
92000,9
92001,13
92002,10
92003,10
92004,10
92005,6
92006,9
92007,11
92008,11
92009,9
92010,7
92011,8
92012,10
92013,9
92014,9
92015,7
92016,10
92017,7
92018,16
92019,9
92020,10
92021,8
92022,10
92023,11
92024,12
92025,17
92026,9
92027,5
92028,6
92029,12
92030,12
92031,8
92032,7
92033,10
92034,7
92035,9
92036,11
92037,7
92038,7
92039,10
92040,8
92041,8
92042,10
92043,12
92044,9
92045,5
92046,17
92047,10
92048,9
92049,9
92050,11
92051,7
92052,13
92053,12
92054,7
92055,9
92056,12
92057,11
92058,17
92059,8
92060,9
92061,9
92062,8
92063,7
92064,15
92065,11
92066,10
92067,6
92068,12
92069,9
92070,12
92071,12
92072,8
92073,7
92074,12
92075,10
92076,11
92077,8
92078,11
92079,9
92080,8
92081,9
92082,11
92083,11
92084,11
92085,8
92086,12
92087,5
92088,8
92089,9
92090,17
92091,6
92092,8
92093,8
92094,9
92095,9
92096,11
92097,13
92098,8
92099,9
92100,11
92101,9
92102,11
92103,5
92104,12
92105,7
92106,12
92107,5
92108,10
92109,13
92110,7
92111,11
92112,6
92113,6
92114,10
92115,10
92116,11
92117,10
92118,12
92119,6
92120,7
92121,10
92122,10
92123,10
92124,11
92125,12
92126,8
92127,7
92128,6
92129,8
92130,7
92131,7
92132,8
92133,8
92134,13
92135,7
92136,8
92137,8
92138,6
92139,11
92140,7
92141,6
92142,11
92143,7
92144,7
92145,10
92146,9
92147,7
92148,10
92149,14
92150,9
92151,9
92152,14
92153,8
92154,14
92155,16
92156,9
92157,8
92158,9
92159,13
92160,7
92161,15
92162,6
92163,12
92164,10
92165,12
92166,10
92167,16
92168,8
92169,12
92170,8
92171,13
92172,8
92173,10
92174,11
92175,7
92176,8
92177,10
92178,14
92179,10
92180,8
92181,10
92182,9
92183,7
92184,12
92185,14
92186,13
92187,13
92188,7
92189,6
92190,9
92191,8
92192,11
92193,7
92194,9
92195,6
92196,10
92197,7
92198,9
92199,8
92200,13
92201,12
92202,8
92203,9
92204,11
92205,8
92206,12
92207,11
92208,5
92209,9
92210,9
92211,8
92212,9
92213,13
92214,9
92215,10
92216,10
92217,6
92218,6
92219,8
92220,10
92221,10
92222,11
92223,7
92224,11
92225,9
92226,9
92227,11
92228,11
92229,7
92230,10
92231,10
92232,17
92233,16
92234,5
92235,11
92236,12
92237,10
92238,8
92239,7
92240,10
92241,8
92242,11
92243,9
92244,13
92245,9
92246,9
92247,14
92248,9
92249,8
92250,9
92251,9
92252,10
92253,7
92254,5
92255,8
92256,8
92257,12
92258,10
92259,9
92260,11
92261,10
92262,10
92263,14
92264,9
92265,8
92266,10
92267,7
92268,12
92269,12
92270,7
92271,7
92272,12
92273,12
92274,13
92275,18
92276,11
92277,9
92278,13
92279,9
92280,5
92281,15
92282,10
92283,9
92284,7
92285,8
92286,9
92287,10
92288,5
92289,7
92290,7
92291,6
92292,9
92293,9
92294,14
92295,11
92296,11
92297,6
92298,12
92299,10
92300,10
92301,8
92302,5
92303,9
92304,11
92305,8
92306,16
92307,8
92308,12
92309,10
92310,12
92311,5
92312,11
92313,9
92314,12
92315,9
92316,6
92317,7
92318,7
92319,6
92320,5
92321,8
92322,8
92323,8
92324,11
92325,9
92326,7
92327,11
92328,7
92329,8
92330,8
92331,9
92332,11
92333,11
92334,12
92335,9
92336,7
92337,5
92338,12
92339,9
92340,8
92341,7
92342,18
92343,7
92344,6
92345,8
92346,9
92347,11
92348,13
92349,8
92350,6
92351,12
92352,9
92353,9
92354,8
92355,13
92356,6
92357,9
92358,9
92359,9
92360,13
92361,12
92362,12
92363,12
92364,7
92365,11
92366,9
92367,8
92368,12
92369,8
92370,10
92371,10
92372,10
92373,11
92374,5
92375,7
92376,11
92377,14
92378,11
92379,13
92380,8
92381,5
92382,10
92383,15
92384,14
92385,7
92386,10
92387,7
92388,6
92389,7
92390,8
92391,9
92392,10
92393,6
92394,5
92395,16
92396,6
92397,15
92398,10
92399,7
92400,12
92401,8
92402,6
92403,8
92404,9
92405,13
92406,12
92407,6
92408,9
92409,12
92410,10
92411,9
92412,12
92413,10
92414,11
92415,8
92416,11
92417,10
92418,11
92419,13
92420,11
92421,10
92422,7
92423,21
92424,11
92425,6
92426,9
92427,10
92428,11
92429,12
92430,9
92431,13
92432,12
92433,9
92434,9
92435,9
92436,10
92437,4
92438,14
92439,8
92440,6
92441,9
92442,8
92443,11
92444,11
92445,7
92446,9
92447,7
92448,9
92449,9
92450,18
92451,5
92452,11
92453,8
92454,11
92455,12
92456,9
92457,10
92458,10
92459,8
92460,10
92461,10
92462,12
92463,12
92464,11
92465,9
92466,13
92467,15
92468,10
92469,10
92470,10
92471,8
92472,11
92473,10
92474,11
92475,9
92476,9
92477,9
92478,13
92479,7
92480,10
92481,9
92482,12
92483,8
92484,10
92485,11
92486,15
92487,10
92488,7
92489,9
92490,10
92491,10
92492,12
92493,6
92494,14
92495,8
92496,5
92497,10
92498,6
92499,6
92500,9
92501,7
92502,11
92503,10
92504,10
92505,10
92506,13
92507,9
92508,11
92509,9
92510,11
92511,15
92512,15
92513,9
92514,9
92515,18
92516,5
92517,8
92518,8
92519,9
92520,8
92521,9
92522,11
92523,8
92524,12
92525,9
92526,10
92527,10
92528,8
92529,11
92530,12
92531,7
92532,7
92533,7
92534,12
92535,11
92536,10
92537,10
92538,7
92539,10
92540,9
92541,11
92542,10
92543,17
92544,11
92545,12
92546,12
92547,10
92548,5
92549,9
92550,10
92551,10
92552,10
92553,9
92554,7
92555,10
92556,10
92557,12
92558,12
92559,10
92560,15
92561,10
92562,9
92563,11
92564,12
92565,8
92566,11
92567,10
92568,12
92569,8
92570,7
92571,16
92572,10
92573,10
92574,10
92575,5
92576,8
92577,11
92578,9
92579,6
92580,7
92581,11
92582,10
92583,8
92584,6
92585,10
92586,6
92587,10
92588,11
92589,13
92590,10
92591,14
92592,11
92593,10
92594,16
92595,10
92596,11
92597,11
92598,8
92599,9
92600,6
92601,12
92602,6
92603,8
92604,8
92605,5
92606,15
92607,6
92608,11
92609,9
92610,13
92611,12
92612,7
92613,7
92614,11
92615,14
92616,11
92617,11
92618,10
92619,11
92620,14
92621,10
92622,11
92623,8
92624,9
92625,8
92626,12
92627,12
92628,9
92629,9
92630,8
92631,7
92632,13
92633,10
92634,10
92635,6
92636,10
92637,8
92638,11
92639,13
92640,10
92641,7
92642,9
92643,7
92644,14
92645,7
92646,7
92647,10
92648,14
92649,10
92650,11
92651,15
92652,9
92653,13
92654,8
92655,9
92656,10
92657,7
92658,6
92659,4
92660,8
92661,8
92662,11
92663,9
92664,10
92665,11
92666,7
92667,12
92668,12
92669,10
92670,11
92671,8
92672,10
92673,11
92674,6
92675,14
92676,10
92677,9
92678,7
92679,7
92680,5
92681,13
92682,7
92683,8
92684,8
92685,10
92686,11
92687,6
92688,12
92689,11
92690,7
92691,8
92692,10
92693,5
92694,16
92695,9
92696,13
92697,10
92698,5
92699,7
92700,7
92701,12
92702,9
92703,10
92704,10
92705,11
92706,8
92707,10
92708,9
92709,9
92710,11
92711,7
92712,7
92713,10
92714,10
92715,9
92716,10
92717,12
92718,9
92719,11
92720,10
92721,7
92722,16
92723,10
92724,7
92725,7
92726,8
92727,9
92728,15
92729,10
92730,13
92731,11
92732,12
92733,12
92734,10
92735,7
92736,10
92737,11
92738,9
92739,8
92740,8
92741,7
92742,11
92743,10
92744,5
92745,11
92746,10
92747,10
92748,10
92749,8
92750,8
92751,9
92752,9
92753,5
92754,8
92755,16
92756,8
92757,7
92758,7
92759,10
92760,9
92761,13
92762,10
92763,12
92764,5
92765,6
92766,8
92767,11
92768,8
92769,9
92770,8
92771,10
92772,9
92773,7
92774,8
92775,8
92776,8
92777,10
92778,9
92779,13
92780,9
92781,10
92782,12
92783,11
92784,10
92785,16
92786,9
92787,10
92788,8
92789,13
92790,11
92791,11
92792,10
92793,7
92794,9
92795,9
92796,10
92797,8
92798,10
92799,7
92800,9
92801,11
92802,11
92803,12
92804,8
92805,9
92806,12
92807,13
92808,8
92809,10
92810,8
92811,6
92812,8
92813,11
92814,11
92815,10
92816,7
92817,7
92818,7
92819,9
92820,11
92821,12
92822,11
92823,7
92824,9
92825,10
92826,10
92827,10
92828,9
92829,8
92830,13
92831,15
92832,6
92833,8
92834,11
92835,11
92836,10
92837,10
92838,8
92839,10
92840,6
92841,9
92842,7
92843,8
92844,12
92845,5
92846,9
92847,10
92848,6
92849,11
92850,8
92851,7
92852,6
92853,10
92854,10
92855,10
92856,8
92857,7
92858,6
92859,10
92860,10
92861,8
92862,7
92863,7
92864,12
92865,7
92866,11
92867,11
92868,6
92869,8
92870,9
92871,5
92872,10
92873,5
92874,7
92875,9
92876,5
92877,15
92878,10
92879,11
92880,9
92881,6
92882,8
92883,10
92884,11
92885,7
92886,6
92887,13
92888,9
92889,6
92890,10
92891,12
92892,12
92893,9
92894,10
92895,10
92896,7
92897,9
92898,12
92899,10
92900,7
92901,8
92902,12
92903,11
92904,13
92905,13
92906,8
92907,10
92908,8
92909,10
92910,7
92911,7
92912,7
92913,8
92914,9
92915,10
92916,8
92917,4
92918,8
92919,7
92920,7
92921,7
92922,13
92923,8
92924,11
92925,13
92926,14
92927,9
92928,12
92929,11
92930,10
92931,8
92932,7
92933,6
92934,11
92935,10
92936,18
92937,14
92938,9
92939,5
92940,10
92941,6
92942,9
92943,11
92944,8
92945,12
92946,9
92947,9
92948,7
92949,10
92950,7
92951,6
92952,10
92953,7
92954,12
92955,7
92956,13
92957,10
92958,7
92959,7
92960,12
92961,7
92962,11
92963,8
92964,13
92965,7
92966,8
92967,6
92968,10
92969,5
92970,12
92971,11
92972,12
92973,12
92974,10
92975,15
92976,7
92977,12
92978,10
92979,9
92980,8
92981,10
92982,11
92983,13
92984,11
92985,10
92986,6
92987,10
92988,8
92989,6
92990,12
92991,10
92992,11
92993,8
92994,9
92995,8
92996,10
92997,9
92998,19
92999,9
93000,13
93001,6
93002,14
93003,8
93004,10
93005,11
93006,12
93007,9
93008,10
93009,12
93010,8
93011,8
93012,10
93013,8
93014,6
93015,7
93016,8
93017,11
93018,14
93019,6
93020,9
93021,9
93022,11
93023,5
93024,8
93025,9
93026,12
93027,7
93028,12
93029,8
93030,16
93031,13
93032,17
93033,10
93034,8
93035,11
93036,18
93037,7
93038,9
93039,6
93040,13
93041,12
93042,11
93043,9
93044,8
93045,11
93046,9
93047,6
93048,12
93049,9
93050,11
93051,8
93052,12
93053,13
93054,10
93055,6
93056,9
93057,11
93058,10
93059,8
93060,13
93061,12
93062,10
93063,10
93064,7
93065,11
93066,12
93067,4
93068,8
93069,9
93070,15
93071,10
93072,11
93073,12
93074,10
93075,12
93076,11
93077,9
93078,10
93079,8
93080,13
93081,10
93082,8
93083,10
93084,10
93085,12
93086,8
93087,6
93088,9
93089,8
93090,11
93091,11
93092,10
93093,7
93094,5
93095,10
93096,9
93097,6
93098,7
93099,10
93100,9
93101,11
93102,8
93103,8
93104,10
93105,10
93106,9
93107,7
93108,10
93109,8
93110,9
93111,15
93112,10
93113,9
93114,9
93115,12
93116,10
93117,13
93118,10
93119,10
93120,14
93121,10
93122,9
93123,11
93124,11
93125,9
93126,8
93127,13
93128,9
93129,11
93130,10
93131,13
93132,12
93133,15
93134,12
93135,14
93136,7
93137,9
93138,11
93139,8
93140,11
93141,7
93142,11
93143,9
93144,7
93145,10
93146,6
93147,11
93148,11
93149,9
93150,7
93151,11
93152,8
93153,11
93154,8
93155,11
93156,11
93157,8
93158,7
93159,8
93160,9
93161,8
93162,8
93163,10
93164,7
93165,6
93166,7
93167,13
93168,11
93169,10
93170,8
93171,11
93172,12
93173,14
93174,13
93175,11
93176,11
93177,8
93178,12
93179,11
93180,10
93181,10
93182,5
93183,13
93184,6
93185,7
93186,10
93187,5
93188,11
93189,9
93190,13
93191,10
93192,7
93193,8
93194,10
93195,11
93196,13
93197,11
93198,13
93199,13
93200,14
93201,8
93202,10
93203,7
93204,7
93205,8
93206,9
93207,9
93208,10
93209,7
93210,14
93211,11
93212,9
93213,6
93214,6
93215,9
93216,10
93217,11
93218,8
93219,9
93220,7
93221,12
93222,11
93223,11
93224,11
93225,11
93226,12
93227,10
93228,9
93229,9
93230,11
93231,6
93232,10
93233,8
93234,10
93235,8
93236,13
93237,6
93238,10
93239,7
93240,11
93241,10
93242,14
93243,9
93244,10
93245,10
93246,10
93247,10
93248,12
93249,9
93250,10
93251,7
93252,8
93253,8
93254,13
93255,11
93256,8
93257,15
93258,6
93259,8
93260,9
93261,12
93262,9
93263,15
93264,11
93265,7
93266,11
93267,9
93268,8
93269,11
93270,9
93271,9
93272,12
93273,9
93274,8
93275,10
93276,8
93277,9
93278,10
93279,13
93280,13
93281,10
93282,14
93283,12
93284,7
93285,6
93286,12
93287,11
93288,9
93289,10
93290,17
93291,14
93292,6
93293,12
93294,9
93295,7
93296,12
93297,11
93298,10
93299,8
93300,12
93301,9
93302,6
93303,14
93304,10
93305,8
93306,10
93307,10
93308,11
93309,7
93310,13
93311,8
93312,7
93313,7
93314,9
93315,13
93316,10
93317,12
93318,10
93319,5
93320,6
93321,10
93322,7
93323,10
93324,9
93325,10
93326,8
93327,10
93328,9
93329,10
93330,8
93331,9
93332,11
93333,11
93334,6
93335,11
93336,12
93337,10
93338,10
93339,13
93340,5
93341,13
93342,7
93343,7
93344,7
93345,11
93346,12
93347,10
93348,12
93349,14
93350,7
93351,9
93352,13
93353,8
93354,7
93355,10
93356,12
93357,10
93358,8
93359,7
93360,12
93361,8
93362,11
93363,14
93364,13
93365,10
93366,13
93367,7
93368,10
93369,6
93370,11
93371,9
93372,9
93373,8
93374,8
93375,11
93376,9
93377,6
93378,9
93379,10
93380,7
93381,12
93382,8
93383,7
93384,12
93385,9
93386,7
93387,9
93388,11
93389,9
93390,8
93391,9
93392,6
93393,8
93394,8
93395,6
93396,9
93397,8
93398,7
93399,9
93400,10
93401,8
93402,9
93403,7
93404,10
93405,11
93406,11
93407,11
93408,10
93409,10
93410,6
93411,12
